tDate,NewSum,NewInflowChina,NewInflowAsia,NewInflowEU,NewInflowAmerica,NewInflowAfrica,NewInflowOS,NewConfirmQuarantine,NewConfirmSocial,NewNationalityLocal,NewNationalityForeigner,AccSum,AccInflowChina,AccInflowAsia,AccInflowEU,AccInflowAmerica,AccInflowAfrica,AccInflowOS,AccConfirmQuarantine,AccConfirmSocial,AccNationalityLocal,AccNationalityForeigner
2021-05-02,21,0,17,3,1,0,0,6,15,11,10,8377,54,3903,1442,2535,417,26,3489,4888,4441,3936
2021-05-03,23,0,16,4,3,0,0,11,12,13,10,8400,54,3919,1446,2538,417,26,3500,4900,4454,3946
2021-05-04,27,0,16,4,7,0,0,7,20,11,16,8427,54,3935,1450,2545,417,26,3507,4920,4465,3962
2021-05-05,25,1,18,5,1,0,0,12,13,9,16,8452,55,3953,1455,2546,417,26,3519,4933,4474,3978
2021-05-06,12,0,8,2,0,2,0,8,4,4,8,8464,55,3961,1457,2546,419,26,3527,4937,4478,3986
2021-05-07,16,0,10,2,3,1,0,4,12,8,8,8480,55,3971,1459,2549,420,26,3531,4949,4486,3994
2021-05-08,29,0,23,2,4,0,0,17,12,14,15,8511,55,3996,1461,2553,420,26,3548,4963,4502,4009
2021-05-09,42,1,35,2,1,3,0,31,11,13,29,8553,56,4031,1463,2554,423,26,3579,4974,4515,4038
2021-05-10,27,1,23,2,1,0,0,13,14,7,20,8580,57,4054,1465,2555,423,26,3592,4988,4522,4058
2021-05-11,28,0,19,0,8,1,0,12,16,11,17,8608,57,4073,1465,2563,424,26,3604,5004,4533,4075
2021-05-12,22,0,15,3,4,0,0,13,9,11,11,8630,57,4088,1468,2567,424,26,3617,5013,4545,4085
2021-05-13,23,0,12,8,3,0,0,14,9,17,6,8653,57,4100,1476,2570,424,26,3631,5022,4562,4091
2021-05-14,18,0,16,0,2,0,0,9,9,10,8,8671,57,4116,1476,2572,424,26,3640,5031,4572,4099
2021-05-15,20,0,11,5,3,1,0,9,11,9,11,8691,57,4127,1481,2575,425,26,3649,5042,4581,4110
2021-05-16,38,0,29,2,7,0,0,20,18,20,18,8729,57,4157,1482,2582,425,26,3669,5060,4601,4128
2021-05-17,22,0,13,4,5,0,0,9,13,15,7,8751,57,4170,1486,2587,425,26,3678,5073,4616,4135
2021-05-18,22,0,16,1,4,1,0,12,10,11,11,8773,57,4186,1487,2591,426,26,3690,5083,4628,4145
2021-05-19,17,1,12,0,1,3,0,7,10,7,10,8789,58,4198,1487,2591,429,26,3697,5092,4634,4155
2021-05-20,27,0,19,2,4,2,0,16,11,13,14,8816,58,4217,1489,2595,431,26,3713,5103,4647,4169
2021-05-21,19,0,11,3,1,4,0,10,9,11,8,8835,58,4228,1492,2596,435,26,3723,5112,4658,4177
2021-05-22,33,10,19,0,1,3,0,21,12,16,17,8868,68,4247,1492,2597,438,26,3744,5124,4674,4194
2021-05-23,15,0,7,1,3,3,1,10,5,8,7,8883,68,4254,1493,2600,441,27,3754,5129,4682,4201
2021-05-24,25,1,18,3,3,0,0,11,14,14,11,8908,69,4272,1496,2603,441,27,3765,5143,4696,4212
2021-05-25,35,5,21,3,6,0,0,22,13,10,25,8943,74,4293,1499,2609,441,27,3787,5156,4706,4237
2021-05-26,23,0,16,2,3,2,0,13,10,13,10,8966,74,4309,1501,2612,443,27,3800,5166,4719,4247
2021-05-27,9,0,6,1,2,0,0,3,6,4,5,8975,74,4315,1502,2614,443,27,3803,5172,4723,4252
2021-05-28,16,0,11,0,4,1,0,11,5,4,12,8991,74,4326,1502,2618,444,27,3814,5177,4727,4264
2021-05-29,28,0,21,2,2,3,0,16,12,23,5,9019,74,4347,1504,2620,447,27,3830,5189,4750,4269
2021-05-30,16,0,9,3,3,1,0,7,9,13,3,9034,74,4355,1507,2623,448,27,3837,5197,4762,4272
2021-05-31,19,0,13,1,3,2,0,7,12,11,8,9053,74,4368,1508,2626,450,27,3844,5209,4773,4280
2021-06-01,10,2,3,0,5,0,0,4,6,7,3,9063,76,4371,1508,2631,450,27,3848,5215,4780,4283
2021-06-02,23,0,13,2,8,0,0,9,14,6,17,9086,76,4384,1510,2639,450,27,3857,5229,4786,4300
2021-06-03,9,0,2,0,7,0,0,3,6,2,7,9095,76,4386,1510,2646,450,27,3860,5235,4788,4307
2021-06-04,21,1,15,2,3,0,0,8,13,11,10,9116,77,4401,1512,2649,450,27,3868,5248,4799,4317
2021-06-05,19,1,11,0,5,2,0,5,14,11,8,9135,78,4412,1512,2654,452,27,3873,5262,4810,4325
2021-06-06,15,0,10,3,1,1,0,5,10,12,3,9150,78,4422,1515,2655,453,27,3878,5272,4822,4328
2021-06-07,31,0,26,2,3,0,0,10,21,11,20,9181,78,4448,1517,2658,453,27,3888,5293,4833,4348
2021-06-08,19,0,12,1,6,0,0,8,11,8,11,9200,78,4460,1518,2664,453,27,3896,5304,4841,4359
2021-06-09,21,0,14,3,4,0,0,5,16,10,11,9220,78,4473,1521,2668,453,27,3901,5319,4852,4368
2021-06-10,17,0,11,0,3,3,0,8,9,8,9,9237,78,4484,1521,2671,456,27,3909,5328,4858,4379
2021-06-11,15,0,12,0,3,0,0,4,11,4,11,9252,78,4496,1521,2674,456,27,3913,5339,4862,4390
2021-06-12,40,0,34,1,2,3,0,9,31,15,25,9292,78,4530,1522,2676,459,27,3922,5370,4877,4415
2021-06-13,33,0,23,2,6,2,0,17,16,15,18,9325,78,4553,1524,2682,461,27,3939,5386,4892,4433
2021-06-14,39,0,32,1,4,2,0,16,23,20,19,9364,78,4585,1525,2686,463,27,3955,5409,4912,4452
2021-06-15,27,0,21,2,2,2,0,9,18,14,13,9391,78,4606,1527,2688,465,27,3964,5427,4926,4465
2021-06-16,23,0,19,1,3,0,0,8,15,6,17,9413,78,4624,1528,2691,465,27,3972,5441,4932,4481
2021-06-17,17,0,13,2,2,0,0,8,9,9,8,9430,78,4637,1530,2693,465,27,3980,5450,4941,4489
2021-06-18,23,0,21,1,0,1,0,10,13,14,9,9453,78,4658,1531,2693,466,27,3990,5463,4955,4498
2021-06-19,26,1,17,1,5,2,0,12,14,8,18,9479,79,4675,1532,2698,468,27,4002,5477,4963,4516
2021-06-20,49,0,38,1,8,2,0,19,30,31,18,9528,79,4713,1533,2706,470,27,4021,5507,4994,4534
2021-06-21,40,0,33,1,2,4,0,12,28,27,13,9568,79,4746,1534,2708,474,27,4033,5535,5021,4547
2021-06-22,44,0,39,2,2,1,0,29,15,31,13,9611,79,4784,1536,2710,475,27,4062,5549,5051,4560
2021-06-23,40,0,29,4,5,2,0,13,27,18,22,9651,79,4813,1540,2715,477,27,4075,5576,5069,4582
2021-06-24,34,0,30,1,3,0,0,19,15,14,20,9685,79,4843,1541,2718,477,27,4094,5591,5083,4602
2021-06-25,32,0,27,3,1,1,0,13,19,21,11,9717,79,4870,1544,2719,478,27,4107,5610,5104,4613
2021-06-26,57,0,54,1,1,1,0,31,26,27,30,9774,79,4924,1545,2720,479,27,4138,5636,5131,4643
2021-06-27,44,0,39,1,1,3,0,34,10,30,14,9818,79,4963,1546,2721,482,27,4172,5646,5161,4657
2021-06-28,29,0,22,2,4,1,0,11,18,25,4,9847,79,4985,1548,2725,483,27,4183,5664,5186,4661
2021-06-29,35,0,29,3,3,0,0,16,19,24,11,9882,80,5013,1551,2728,483,27,4198,5684,5210,4672
2021-06-30,35,0,27,6,1,1,0,17,18,18,17,9917,79,5041,1557,2729,484,27,4216,5701,5228,4689
2021-07-01,50,0,49,0,1,0,0,31,19,32,18,9967,79,5090,1557,2730,484,27,4247,5720,5260,4707
2021-07-02,61,1,51,1,1,7,0,33,28,37,24,10028,80,5141,1558,2731,491,27,4280,5748,5297,4731
2021-07-03,46,0,38,2,4,2,0,23,23,19,27,10074,80,5179,1560,2735,493,27,4303,5771,5316,4758
2021-07-04,81,0,75,1,3,2,0,50,31,47,34,10154,80,5254,1561,2737,495,27,4353,5801,5363,4791
2021-07-05,67,0,60,3,3,1,0,25,42,40,27,10221,80,5314,1564,2740,496,27,4378,5843,5403,4818
2021-07-06,56,1,44,8,0,3,0,30,26,43,13,10277,81,5358,1572,2740,499,27,4408,5869,5446,4831
2021-07-07,44,0,35,4,3,2,0,20,24,24,20,10321,81,5393,1576,2743,501,27,4428,5893,5470,4851
2021-07-08,48,0,43,3,1,1,0,25,23,25,23,10369,81,5436,1579,2744,502,27,4453,5916,5495,4874
2021-07-09,80,0,71,6,3,0,0,39,41,30,50,10449,81,5507,1585,2747,502,27,4492,5957,5525,4924
2021-07-10,58,1,48,2,2,5,0,21,37,27,31,10507,82,5555,1587,2749,507,27,4513,5994,5552,4955
2021-07-11,44,1,40,1,2,0,0,12,32,20,24,10551,83,5595,1588,2751,507,27,4525,6026,5572,4979
2021-07-12,37,0,33,2,2,0,0,20,17,13,24,10588,83,5628,1590,2753,507,27,4545,6043,5585,5003
2021-07-13,53,0,41,5,3,3,1,29,24,23,30,10641,83,5669,1595,2756,510,28,4574,6067,5608,5033
2021-07-14,47,0,37,6,4,0,0,19,28,28,19,10688,83,5698,1601,2758,510,28,4593,6095,5636,5052
2021-07-15,45,0,39,2,3,1,0,28,17,14,31,10733,83,5745,1603,2763,511,28,4621,6112,5650,5083
2021-07-16,60,0,49,4,4,3,0,34,26,28,32,10793,83,5794,1607,2767,514,28,4655,6138,5678,5115
2021-07-17,51,1,44,1,1,4,0,24,27,20,31,10844,84,5838,1607,2768,519,28,4679,6165,5698,5146
2021-07-18,52,0,48,1,1,2,0,16,36,21,31,10896,84,5886,1608,2769,521,28,4695,6201,5719,5177
2021-07-19,44,0,32,10,2,0,0,14,30,23,21,10940,84,5918,1618,2771,521,28,4709,6231,5742,5198
2021-07-20,36,0,25,4,4,3,0,7,29,18,18,10976,84,5943,1622,2775,524,28,4716,6260,5760,5216
2021-07-21,58,0,46,3,6,3,0,23,35,29,29,11034,84,5989,1625,2781,527,28,4739,6295,5789,5245
2021-07-22,309,0,34,2,3,270,0,290,19,284,25,11341,84,6021,1627,2784,797,28,5027,6314,6073,5268
2021-07-23,56,0,43,5,4,2,2,20,36,20,36,11397,84,6064,1632,2788,799,30,5047,6350,6093,5304
2021-07-24,56,0,47,2,6,1,0,19,37,21,35,11453,84,6111,1634,2794,800,30,5066,6387,6114,5339
2021-07-25,65,0,50,8,2,5,0,31,34,41,24,11517,84,6160,1642,2796,805,30,5097,6420,6154,5363
2021-07-26,54,0,42,8,1,3,0,21,33,29,25,11571,84,6202,1650,2797,808,30,5118,6453,6183,5388
2021-07-27,89,0,66,13,7,3,0,45,44,40,49,11660,84,6268,1663,2804,811,30,5163,6497,6223,5437
2021-07-28,73,0,63,5,3,2,0,33,40,28,45,11733,84,6331,1668,2807,813,30,5196,6537,6251,5482
2021-07-29,42,0,31,5,2,4,0,18,24,26,16,11775,84,6362,1672,2809,818,30,5214,6561,6277,5498
2021-07-30,48,1,39,6,2,0,0,17,31,17,31,11823,85,6401,1678,2811,818,30,5231,6592,6294,5529
2021-07-31,73,0,53,9,10,1,0,25,48,30,43,11896,85,6454,1687,2821,819,30,5257,6639,6324,5572
2021-08-01,56,0,35,13,6,2,0,19,37,33,23,11952,85,6489,1700,2827,821,30,5276,6676,6357,5595
2021-08-02,69,0,45,17,6,1,0,25,44,34,35,12020,85,6533,1717,2833,822,30,5301,6719,6391,5629
2021-08-03,50,0,31,7,8,4,0,11,39,23,27,12069,85,6563,1724,2841,826,30,5312,6757,6414,5655
2021-08-04,61,6,46,6,3,0,0,30,31,18,43,12130,91,6609,1730,2844,826,30,5342,6788,6432,5698
2021-08-05,59,0,35,11,6,7,0,33,26,39,20,12189,91,6644,1741,2850,833,30,5375,6814,6471,5718
2021-08-06,64,0,45,10,9,0,0,28,36,28,36,12254,91,6687,1754,2859,833,30,5403,6851,6500,5754
2021-08-07,61,1,42,4,11,3,0,25,36,28,33,12315,92,6729,1758,2870,836,30,5428,6887,6529,5786
2021-08-08,59,0,46,6,6,1,0,16,43,24,35,12374,92,6777,1761,2877,837,30,5444,6930,6553,5821
2021-08-09,37,0,25,6,5,1,0,13,24,16,21,12411,92,6802,1767,2882,838,30,5457,6954,6569,5842
2021-08-10,64,0,40,8,14,2,0,13,51,35,29,12475,92,6842,1775,2896,840,30,5470,7005,6604,5871
2021-08-11,78,12,50,8,7,1,0,27,51,36,42,12552,104,6891,1783,2903,841,30,5497,7055,6639,5913
2021-08-12,40,0,25,7,3,5,0,16,24,21,19,12592,104,6916,1790,2906,846,30,5513,7079,6660,5932
2021-08-13,77,3,42,7,14,11,0,18,59,28,49,12669,107,6958,1797,2920,857,30,5531,7138,6688,5981
2021-08-14,70,8,50,4,6,2,0,24,46,18,52,12738,115,7006,1801,2926,860,30,5555,7183,6705,6033
2021-08-15,68,1,48,4,7,8,0,24,44,29,39,12806,116,7054,1805,2933,868,30,5579,7227,6734,6072
2021-08-16,63,1,24,13,3,22,0,31,32,40,23,12869,117,7078,1818,2936,890,30,5611,7258,6774,6095
2021-08-17,50,0,20,19,8,3,0,14,36,31,19,12919,117,7098,1837,2944,893,30,5625,7294,6805,6114
2021-08-18,38,0,26,6,3,3,0,15,23,13,25,12957,117,7124,1843,2947,896,30,5640,7317,6818,6139
2021-08-19,38,0,21,4,10,3,0,13,25,15,23,12995,117,7145,1847,2957,899,30,5653,7342,6833,6162
2021-08-20,51,0,34,4,9,4,0,13,38,24,27,13045,116,7179,1851,2966,903,30,5666,7379,6856,6189
2021-08-21,66,0,49,8,6,3,0,20,46,25,41,13111,116,7228,1859,2972,906,30,5686,7425,6881,6230
2021-08-22,38,0,26,7,1,4,0,9,29,14,24,13149,116,7254,1866,2973,910,30,5695,7454,6895,6254
2021-08-23,48,0,25,3,10,10,0,20,28,25,23,13196,116,7278,1869,2983,920,30,5714,7482,6921,6275
2021-08-24,39,0,17,6,12,4,0,12,27,20,19,13232,116,7294,1873,2995,924,30,5726,7506,6939,6293
2021-08-25,41,0,22,9,7,3,0,12,29,16,25,13272,116,7316,1881,3002,927,30,5738,7534,6954,6318
2021-08-26,53,0,39,3,6,5,0,23,30,17,36,13325,116,7355,1884,3008,932,30,5761,7564,6971,6354
2021-08-27,30,0,21,5,3,1,0,10,20,12,18,13355,116,7376,1889,3011,933,30,5771,7584,6983,6372
2021-08-28,55,0,41,8,4,2,0,11,44,17,38,13410,116,7417,1897,3015,935,30,5782,7628,7000,6410
2021-08-29,43,0,22,6,8,7,0,12,31,16,27,13451,116,7438,1903,3022,942,30,5794,7657,7015,6436
2021-08-30,61,1,48,5,4,3,0,29,32,17,44,13512,117,7486,1908,3026,945,30,5823,7689,7032,6480
2021-08-31,39,1,22,3,11,2,0,13,26,18,21,13550,118,7508,1911,3037,946,30,5836,7714,7050,6500
2021-09-01,33,0,21,1,9,2,0,5,28,13,20,13583,118,7529,1912,3046,948,30,5841,7742,7063,6520
2021-09-02,34,0,23,3,7,1,0,5,29,12,22,13615,118,7550,1915,3053,949,30,5846,7769,7075,6540
2021-09-03,34,0,23,3,6,2,0,11,23,8,26,13649,118,7573,1918,3059,951,30,5857,7792,7083,6566
2021-09-04,28,0,20,2,4,2,0,6,22,11,17,13677,118,7593,1920,3063,953,30,5863,7814,7094,6583
2021-09-05,29,0,18,4,6,1,0,9,20,11,18,13706,118,7611,1924,3069,954,30,5872,7834,7105,6601
2021-09-06,24,0,15,3,4,2,0,6,18,16,8,13730,118,7626,1927,3073,956,30,5878,7852,7121,6609
2021-09-07,34,0,22,1,10,1,0,9,25,15,19,13764,118,7648,1928,3083,957,30,5887,7877,7136,6628
2021-09-08,36,1,25,4,4,1,1,9,27,9,27,13800,119,7673,1932,3087,958,31,5896,7904,7145,6655
2021-09-09,31,0,16,6,7,2,0,11,20,13,18,13831,119,7689,1938,3094,960,31,5907,7924,7158,6673
2021-09-10,35,0,25,3,3,4,0,8,27,17,18,13866,119,7714,1941,3097,964,31,5915,7951,7176,6690
2021-09-11,49,1,42,1,2,3,0,19,30,7,42,13915,120,7756,1942,3099,967,31,5934,7981,7183,6732
2021-09-12,30,1,26,0,0,3,0,8,22,6,24,13945,121,7782,1942,3099,970,31,5942,8003,7189,6756
2021-09-13,24,0,16,2,5,1,0,10,14,9,15,13969,121,7798,1944,3104,971,31,5952,8017,7198,6771
2021-09-14,34,6,15,3,5,5,0,6,28,12,22,14003,127,7813,1947,3109,976,31,5958,8045,7210,6793
2021-09-15,23,1,15,2,5,0,0,5,18,7,16,14027,128,7829,1949,3114,976,31,5963,8064,7217,6810
2021-09-16,22,1,15,2,2,2,0,7,15,8,14,14049,129,7844,1951,3116,978,31,5970,8079,7225,6824
2021-09-17,35,0,24,2,4,5,0,16,19,7,28,14084,129,7868,1953,3120,983,31,5986,8098,7232,6852
2021-09-18,40,1,31,5,2,1,0,11,29,11,29,14123,130,7898,1958,3122,984,31,5997,8126,7243,6880
2021-09-19,39,0,31,5,1,2,0,7,32,9,30,14162,130,7929,1963,3123,986,31,6004,8158,7252,6910
2021-09-20,28,0,17,1,6,3,1,7,21,13,15,14190,130,7946,1964,3129,989,32,6011,8179,7265,6925
2021-09-21,32,3,25,1,0,3,0,14,18,9,23,14222,133,7971,1965,3129,992,32,6025,8197,7274,6948
2021-09-22,17,1,13,0,2,1,0,6,11,2,15,14239,134,7984,1965,3131,993,32,6031,8208,7276,6963
2021-09-23,18,0,14,2,2,0,0,3,15,5,13,14257,134,7998,1967,3133,993,32,6034,8223,7281,6976
2021-09-24,18,0,11,0,4,2,1,7,11,3,15,14275,134,8009,1967,3137,995,33,6041,8234,7284,6991
2021-09-25,28,1,20,4,1,1,1,8,20,7,21,14303,135,8029,1971,3138,996,34,6049,8254,7291,7012
2021-09-26,36,0,31,0,3,2,0,10,26,7,29,14339,135,8060,1971,3141,998,34,6059,8280,7298,7041
2021-09-27,27,2,20,3,2,0,0,12,15,8,19,14366,137,8080,1974,3143,998,34,6071,8295,7306,7060
2021-09-28,19,0,11,2,6,0,0,3,16,9,10,14385,137,8091,1976,3149,998,34,6074,8311,7315,7070
2021-09-29,26,1,16,5,2,2,0,9,17,6,20,14410,138,8107,1981,3151,999,34,6082,8328,7320,7090
2021-09-30,25,2,22,0,1,0,0,9,16,4,21,14435,140,8129,1981,3152,999,34,6091,8344,7324,7111
2021-10-01,35,2,19,2,10,2,0,7,28,17,18,14470,142,8148,1983,3162,1001,34,6098,8372,7341,7129
2021-10-02,27,1,15,5,4,1,1,7,20,13,14,14497,143,8163,1988,3166,1002,35,6105,8392,7354,7143
2021-10-03,28,0,13,3,9,3,0,6,22,12,16,14525,143,8176,1991,3175,1005,35,6111,8414,7366,7159
2021-10-04,20,0,9,3,8,0,0,9,11,7,13,14545,143,8185,1994,3183,1005,35,6120,8425,7373,7172
2021-10-05,18,0,16,0,2,0,0,8,10,5,13,14563,143,8201,1994,3185,1005,35,6128,8435,7379,7184
2021-10-06,26,2,15,2,6,1,0,11,15,7,19,14590,145,8216,1996,3192,1006,35,6139,8451,7387,7203
2021-10-07,27,1,16,2,7,1,0,13,14,9,18,14617,146,8232,1998,3199,1007,35,6152,8465,7396,7221
2021-10-08,31,1,22,3,4,1,0,14,17,6,25,14648,147,8254,2001,3203,1008,35,6166,8482,7402,7246
2021-10-09,29,1,20,3,5,0,0,6,23,9,20,14677,148,8274,2004,3208,1008,35,6172,8505,7411,7266
2021-10-10,34,0,25,1,6,1,1,11,23,12,22,14711,148,8299,2005,3214,1009,36,6183,8528,7423,7288
2021-10-11,13,0,11,0,1,1,0,6,7,4,9,14724,148,8310,2005,3215,1010,36,6189,8535,7427,7297
2021-10-12,13,0,10,0,3,0,0,3,10,6,7,14737,148,8320,2005,3218,1010,36,6192,8545,7433,7304
2021-10-13,13,0,8,1,3,1,0,5,8,8,5,14750,148,8328,2006,3221,1011,36,6197,8553,7441,7309
2021-10-14,16,1,5,2,7,1,0,1,15,4,12,14766,149,8333,2008,3228,1012,36,6198,8568,7445,7321
2021-10-15,14,0,9,1,4,0,0,3,11,3,11,14779,149,8342,2009,3231,1012,36,6201,8578,7447,7332
2021-10-16,24,0,17,1,6,0,0,7,17,4,20,14803,149,8359,2010,3237,1012,36,6208,8595,7451,7352
2021-10-17,17,1,9,2,3,2,0,8,9,4,13,14820,150,8368,2012,3240,1014,36,6216,8604,7455,7365
2021-10-18,20,0,12,4,3,0,1,0,20,11,9,14840,150,8380,2016,3243,1014,37,6216,8624,7466,7374
2021-10-19,25,0,11,0,13,1,0,5,20,15,10,14865,150,8391,2016,3256,1015,37,6221,8644,7481,7384
2021-10-20,15,0,4,4,7,0,0,0,15,11,4,14880,150,8395,2020,3263,1015,37,6221,8659,7492,7388
2021-10-21,11,0,6,2,2,1,0,2,9,5,6,14891,150,8401,2022,3265,1016,37,6223,8668,7497,7394
2021-10-22,20,0,11,9,0,0,0,2,18,9,11,14911,150,8412,2031,3265,1016,37,6225,8686,7506,7405
2021-10-23,21,0,16,2,3,0,0,4,17,8,13,14932,150,8428,2033,3268,1016,37,6229,8703,7514,7418
2021-10-24,28,0,19,3,5,0,1,7,21,12,16,14960,150,8447,2036,3273,1016,38,6236,8724,7526,7434
2021-10-25,23,0,14,6,3,0,0,8,15,10,13,14983,150,8461,2042,3276,1016,38,6244,8739,7536,7447
2021-10-26,20,3,5,3,8,1,0,8,12,7,13,15003,154,8465,2045,3284,1017,38,6252,8751,7543,7460
2021-10-27,22,2,16,1,2,1,0,6,16,6,16,15025,156,8481,2046,3286,1018,38,6258,8767,7549,7476
2021-10-28,16,0,7,1,5,3,0,8,8,9,7,15040,156,8488,2047,3290,1021,38,6266,8774,7557,7483
2021-10-29,30,1,19,4,5,1,0,8,22,13,17,15070,157,8507,2051,3295,1022,38,6274,8796,7570,7500
2021-10-30,15,2,5,2,5,1,0,4,11,6,9,15084,158,8512,2053,3299,1023,39,6278,8806,7576,7508
2021-10-31,9,1,4,2,2,0,0,4,5,1,8,15093,159,8516,2055,3301,1023,39,6282,8811,7577,7516
