tDate,Acc_1,Acc_2,Acc_3,Acc_4,PF_1,PF_2,PF_3,PF_4,M_1,M_2,M_3,M_4,AZ_1,AZ_2,AZ_3,AZ_4,J_1_2,J_3,J_4,NV_1,NV_2,NV_3,NV_4,SC_1,SC_2,SC_3,SC_4,ETC_1,ETC_2,ETC_3,ETC_4,AccWinter,Winter_M_BA_1,Winter_PF_BA_1,Winter_PF_BA_4_5,Winter_NV,Winter_SC
2022-04-28,1084,1369,9568,200328,642,654,7639,177314,13,35,1249,13875,0,1,2,1,5,0,2,423,667,673,9135,0,0,0,0,1,7,5,1,0,0,0,0,0,0
2022-04-29,2916,3271,16936,372060,2164,1846,13657,326407,14,48,2154,27812,0,1,10,2,5,1,7,728,1365,1100,17832,0,0,0,0,5,6,14,0,0,0,0,0,0,0
2022-04-30,1272,1135,5955,75251,1043,778,4981,64732,4,8,657,6492,0,0,0,0,0,0,0,222,349,307,4027,0,0,0,0,3,0,10,0,0,0,0,0,0,0
2022-05-01,13,19,125,1060,8,12,99,908,0,0,17,75,0,0,0,0,1,0,0,4,5,5,77,0,0,0,0,0,1,4,0,0,0,0,0,0,0
2022-05-02,844,967,12689,152657,484,530,11086,132418,3,16,948,12482,0,1,3,0,4,1,0,353,414,648,7757,0,0,0,0,0,2,3,0,0,0,0,0,0,0
2022-05-03,757,978,9641,170360,422,486,8172,150217,4,22,778,12257,0,0,0,0,2,0,0,325,463,685,7886,0,0,0,0,4,5,6,0,0,0,0,0,0,0
2022-05-04,925,947,8762,151865,564,498,7378,131692,13,9,761,13011,0,0,5,0,8,2,0,340,431,610,7162,0,0,0,0,0,1,6,0,0,0,0,0,0,0
2022-05-05,58,62,458,3141,43,38,365,2601,0,0,48,255,0,0,1,0,0,0,0,12,21,36,285,0,0,0,0,3,3,8,0,0,0,0,0,0,0
2022-05-06,1998,2595,15691,234683,1477,1458,13174,199469,5,23,1586,23598,0,0,2,0,6,1,0,508,1105,921,11615,0,0,0,0,2,3,7,1,0,0,0,0,0,0
2022-05-07,607,765,4091,44649,499,488,3428,37687,2,15,444,4474,0,0,0,0,0,0,0,105,252,211,2488,0,0,0,0,1,10,8,0,0,0,0,0,0,0
2022-05-08,14,13,83,552,8,11,71,456,1,1,7,56,0,0,1,0,0,0,0,5,0,1,40,0,0,0,0,0,1,3,0,0,0,0,0,0,0
2022-05-09,723,902,11278,94798,431,442,9904,78689,4,9,795,10630,0,0,2,0,8,1,0,278,440,565,5479,0,0,0,0,2,3,11,0,0,0,0,0,0,0
2022-05-10,622,832,7248,118948,363,426,6218,102335,8,28,592,10595,0,0,1,0,1,2,0,243,376,420,6018,0,0,0,0,7,1,15,0,0,0,0,0,0,0
2022-05-11,616,915,7622,98139,381,406,6463,82911,1,27,641,9927,0,0,4,0,13,0,2,215,466,502,5299,0,0,0,0,6,3,12,0,0,0,0,0,0,0
2022-05-12,715,933,7686,95621,487,532,6435,81566,4,20,772,8888,0,0,1,0,2,4,0,222,378,462,5167,0,0,0,0,0,1,12,0,0,0,0,0,0,0
2022-05-13,1488,1975,10596,149833,1098,1218,8861,124478,13,28,1027,16620,0,0,5,0,4,0,0,369,725,686,8735,0,0,0,0,4,0,17,0,0,0,0,0,0,0
2022-05-14,715,753,3632,31852,577,508,3108,25850,2,5,296,3961,0,1,1,0,2,0,0,127,231,210,2041,0,0,0,0,7,6,17,0,0,0,0,0,0,0
2022-05-15,15,11,80,420,11,5,63,330,2,0,9,46,0,0,0,0,0,1,0,1,4,4,44,0,0,0,0,1,2,3,0,0,0,0,0,0,0
2022-05-16,586,769,6849,55610,378,414,5735,44915,9,12,573,6765,0,0,1,1,4,0,0,194,336,533,3929,0,0,0,0,1,3,7,0,0,0,0,0,0,0
2022-05-17,517,690,5457,69671,250,319,4555,58487,1,48,485,6845,0,0,2,0,3,2,0,263,318,404,4339,0,0,0,0,0,2,9,0,0,0,0,0,0,0
2022-05-18,540,772,5683,57471,339,389,4748,47781,4,6,478,6232,1,0,3,0,10,1,0,186,365,444,3458,0,0,0,0,0,2,9,0,0,0,0,0,0,0
2022-05-19,507,851,5985,53937,319,447,4938,44376,3,29,583,5909,0,0,1,0,4,0,1,181,369,455,3650,0,0,0,0,0,2,8,1,0,0,0,0,0,0
2022-05-20,1154,1928,8793,93179,827,1169,7159,75714,6,30,864,11152,0,0,1,0,5,1,0,315,719,763,6313,0,0,0,0,1,5,5,0,0,0,0,0,0,0
2022-05-21,541,789,3026,19909,429,544,2472,15784,1,10,329,2634,0,0,1,0,3,0,0,97,227,214,1491,0,0,0,0,11,5,10,0,0,0,0,0,0,0
2022-05-22,7,15,83,239,4,8,62,179,0,0,11,32,0,1,0,0,0,0,0,3,5,4,27,0,0,0,0,0,1,6,1,0,0,0,0,0,0
2022-05-23,489,763,5459,35900,285,406,4462,28364,7,4,526,4602,0,0,0,0,7,1,0,190,345,456,2934,0,0,0,0,0,1,14,0,0,0,0,0,0,0
2022-05-24,424,716,4254,45415,254,367,3456,36941,5,8,409,5018,0,0,2,0,3,0,0,157,327,373,3456,0,0,0,0,5,11,14,0,0,0,0,0,0,0
2022-05-25,523,961,4724,39141,332,587,3959,31809,7,14,426,4416,0,0,2,0,6,0,0,176,354,322,2916,0,0,0,0,2,0,15,0,0,0,0,0,0,0
2022-05-26,606,1890,5227,36950,400,1671,4264,29834,7,10,604,4201,0,0,0,0,9,2,0,189,198,352,2915,0,0,0,0,1,2,5,0,0,0,0,0,0,0
2022-05-27,1269,6641,7542,65026,945,6071,6086,51803,6,13,806,8129,0,1,2,1,9,1,0,309,543,639,5093,0,0,0,0,0,4,8,0,0,0,0,0,0,0
2022-05-28,523,3046,2644,14336,438,2916,2172,11196,1,7,260,1885,0,0,2,0,0,0,0,83,117,204,1255,0,0,0,0,1,6,6,0,0,0,0,0,0,0
2022-05-29,8,24,69,206,8,21,54,162,0,0,6,21,0,0,0,0,0,0,0,0,2,8,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2022-05-30,520,1502,5271,25707,340,1231,4320,19649,0,11,530,3571,0,1,0,0,5,0,0,173,251,415,2487,0,0,0,0,2,3,6,0,0,0,0,0,0,0
2022-05-31,554,1327,4086,28192,318,1024,3251,22566,7,16,442,3254,0,0,2,1,3,1,0,225,278,379,2371,0,0,0,0,1,6,11,0,0,0,0,0,0,0
2022-06-01,91,464,684,2284,68,429,531,1724,0,1,64,327,0,0,2,0,0,1,0,22,32,73,233,0,0,0,0,1,2,13,0,0,0,0,0,0,0
2022-06-02,496,1799,6140,19254,312,1528,5201,14793,5,9,521,2732,0,0,1,1,4,0,0,172,252,406,1727,0,0,0,0,3,6,11,1,0,0,0,0,0,0
2022-06-03,1029,6234,6633,38443,749,5696,5283,29672,4,14,706,5131,0,0,2,0,12,1,0,264,511,632,3640,0,0,0,0,0,1,9,0,0,0,0,0,0,0
2022-06-04,478,2405,2110,8677,376,2255,1719,6583,1,4,231,1194,0,0,2,0,1,0,0,99,136,154,900,0,0,0,0,1,9,4,0,0,0,0,0,0,0
2022-06-05,7,24,46,99,6,21,38,66,0,0,3,17,0,0,2,0,0,0,0,1,1,2,16,0,0,0,0,0,2,1,0,0,0,0,0,0,0
2022-06-06,44,157,293,533,31,132,212,360,0,0,41,94,0,0,1,0,0,0,0,13,23,36,79,0,0,0,0,0,2,3,0,0,0,0,0,0,0
2022-06-07,371,999,3677,15592,199,722,2894,11826,3,11,404,2159,0,0,1,0,1,0,0,167,261,369,1607,0,0,0,0,1,4,9,0,0,0,0,0,0,0
2022-06-08,400,1565,3113,17836,237,1290,2474,13676,6,13,273,2226,0,0,0,0,9,3,0,148,251,352,1933,0,0,0,0,0,2,11,1,0,0,0,0,0,0
2022-06-09,396,1300,2979,14375,242,1078,2305,10926,4,7,284,1888,0,0,0,0,3,0,0,147,212,377,1561,0,0,0,0,0,0,13,0,0,0,0,0,0,0
2022-06-10,767,4521,4705,26701,531,4127,3570,20153,7,16,473,3463,0,0,0,0,4,0,0,224,373,648,3085,0,0,0,0,1,1,14,0,0,0,0,0,0,0
2022-06-11,317,1649,1584,5578,260,1528,1245,4082,1,4,154,790,0,0,0,0,0,0,0,56,115,183,706,0,0,0,0,0,2,2,0,0,0,0,0,0,0
2022-06-12,4,18,30,92,3,15,21,72,0,0,0,12,0,0,0,0,0,0,0,1,3,3,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2022-06-13,322,876,2656,10975,193,645,1970,7776,2,15,230,1409,0,0,0,0,4,0,0,123,211,454,1790,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2022-06-14,306,669,2007,12645,190,439,1454,9614,6,8,183,1479,0,1,0,0,5,1,0,105,207,368,1552,0,0,0,0,0,9,1,0,0,0,0,0,0,0
2022-06-15,303,874,2272,12435,200,710,1751,9718,10,7,228,1505,0,0,0,0,6,2,0,87,151,289,1212,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-06-16,355,900,2246,10322,222,734,1812,8432,4,7,219,1294,0,0,0,0,9,0,1,120,150,211,595,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2022-06-17,596,3080,3439,18158,486,2806,2714,14876,7,8,404,2374,0,0,0,0,3,0,0,100,262,317,907,0,0,0,0,0,1,4,1,0,0,0,0,0,0
2022-06-18,243,1205,1224,3914,216,1141,1009,3203,1,2,133,513,0,0,0,0,0,0,0,26,62,82,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-19,2,11,15,51,2,9,14,45,0,0,0,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-20,250,630,2141,8052,185,477,1705,6422,3,10,269,1142,0,0,0,0,4,0,0,58,139,164,488,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2022-06-21,254,612,1801,10041,182,447,1442,8280,1,7,201,1231,0,1,0,0,0,0,0,71,153,153,530,0,0,0,0,0,4,5,0,0,0,0,0,0,0
2022-06-22,301,648,1773,9849,216,536,1445,7877,1,9,180,1378,0,0,1,1,14,0,0,70,88,146,592,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2022-06-23,288,784,1948,9653,216,621,1567,7976,4,6,212,1111,0,0,2,0,4,0,0,64,153,161,566,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2022-06-24,594,2401,3108,18328,433,2090,2338,14617,4,16,359,2442,0,1,0,0,8,0,0,149,286,397,1269,0,0,0,0,0,0,14,0,0,0,0,0,0,0
2022-06-25,260,1104,1057,3964,227,1019,847,3167,2,2,129,549,0,0,0,0,0,0,0,31,80,80,248,0,0,0,0,0,3,1,0,0,0,0,0,0,0
2022-06-26,4,11,36,60,3,11,29,54,0,0,0,3,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,1,0,4,0,0,0,0,0,0,0
2022-06-27,261,525,2107,8330,165,415,1529,6660,4,3,283,1115,0,0,0,0,9,0,0,83,98,293,555,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-06-28,234,546,1932,10151,149,347,1424,7906,7,12,211,1507,0,0,0,0,0,0,0,78,186,294,738,0,0,0,0,0,1,3,0,0,0,0,0,0,0
2022-06-29,323,666,1758,10071,203,503,1351,8182,4,9,153,1196,0,0,0,0,8,1,0,108,146,249,693,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2022-06-30,284,389,1830,9989,190,241,1288,8085,3,9,213,1295,0,0,0,0,2,0,0,89,137,325,609,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2022-07-01,526,1618,2915,15866,418,1383,2130,12488,9,6,299,2208,0,0,0,0,0,0,0,98,228,477,1170,0,0,0,0,1,1,9,0,0,0,0,0,0,0
2022-07-02,277,725,1100,3778,222,640,835,2948,1,3,114,504,0,0,0,0,0,0,0,54,82,144,326,0,0,0,0,0,0,7,0,0,0,0,0,0,0
2022-07-03,6,11,22,51,5,5,20,37,0,1,0,14,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-07-04,292,482,2071,8375,180,344,1534,6426,6,8,217,1237,0,0,0,0,13,0,0,93,117,319,712,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-07-05,227,443,1715,11183,135,331,1230,9053,4,5,173,1262,0,0,0,0,0,0,0,88,107,309,868,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2022-07-06,300,560,1989,12816,196,423,1515,9962,4,5,184,1726,0,0,0,0,13,0,0,87,119,287,1128,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2022-07-07,320,594,2231,13598,206,475,1732,10488,8,7,198,1832,0,0,0,0,8,0,1,97,103,299,1277,0,0,0,0,1,1,2,0,0,0,0,0,0,0
2022-07-08,699,1411,3986,30055,517,1209,2893,23303,8,18,409,4119,0,0,0,0,7,0,0,165,177,682,2633,0,0,0,0,2,0,2,0,0,0,0,0,0,0
2022-07-09,297,704,1507,6930,245,649,1103,5427,2,3,161,876,0,0,1,0,0,0,0,50,52,240,627,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-07-10,8,9,30,106,4,9,23,89,0,0,0,8,0,0,0,0,0,0,0,3,0,5,9,0,0,0,0,1,0,2,0,0,0,0,0,0,0
2022-07-11,359,496,2812,15430,218,372,2095,11518,4,9,301,2296,0,0,0,0,2,0,0,135,113,404,1616,0,0,0,0,0,0,12,0,0,0,0,0,0,0
2022-07-12,303,381,2435,20628,175,264,1752,15739,5,9,257,3089,0,0,0,0,1,0,0,122,107,413,1800,0,0,0,0,0,0,13,0,0,0,0,0,0,0
2022-07-13,330,459,2859,24269,224,321,2179,18070,7,19,267,3942,0,0,1,1,7,0,0,92,111,411,2256,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2022-07-14,391,520,3224,26993,226,377,2352,20023,7,5,316,4549,0,0,0,0,4,0,0,154,134,556,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-15,804,1231,5430,59435,553,991,3914,44736,7,15,631,9769,0,0,0,0,9,0,0,235,215,875,4930,0,0,0,0,0,1,10,0,0,0,0,0,0,0
2022-07-16,379,559,1936,14795,292,498,1464,11473,3,2,205,2282,0,0,0,0,0,0,0,83,58,265,1040,0,0,0,0,1,1,2,0,0,0,0,0,0,0
2022-07-17,8,5,40,210,7,3,31,182,0,0,1,20,0,0,0,0,0,0,0,1,2,5,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2022-07-18,455,468,4333,61876,283,335,3314,47595,4,14,455,8960,0,0,0,0,12,0,2,156,107,555,5319,0,0,0,0,0,0,9,0,0,0,0,0,0,0
2022-07-19,459,432,4022,73862,269,296,3043,58573,5,10,384,9807,0,0,0,0,2,0,0,182,123,586,5482,0,0,0,0,1,1,9,0,0,0,0,0,0,0
2022-07-20,595,571,4493,81612,360,383,3409,65037,4,12,454,10860,0,0,1,0,15,3,1,216,161,622,5713,0,0,0,0,0,0,4,1,0,0,0,0,0,0
2022-07-21,618,593,4926,81540,423,448,3672,64990,4,15,558,11115,0,0,0,0,4,0,0,186,126,693,5435,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2022-07-22,1326,1317,8965,166407,1024,1087,6889,134037,13,16,880,21802,0,0,0,0,9,1,0,280,205,1187,10567,0,0,0,0,0,0,8,1,0,0,0,0,0,0
2022-07-23,615,584,3014,44485,497,504,2352,35964,6,1,305,5808,0,0,0,0,0,0,0,110,78,356,2713,0,0,0,0,2,1,1,0,0,0,0,0,0,0
2022-07-24,9,7,74,770,6,5,65,660,0,0,4,68,0,0,0,0,0,0,0,3,2,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-25,598,520,4797,72473,403,372,3645,58359,6,9,482,9309,0,0,0,0,4,0,0,185,135,666,4805,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2022-07-26,475,508,3997,70089,338,389,3131,56615,5,6,369,8563,0,0,0,0,1,0,0,131,112,495,4911,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-07-27,541,409,3828,64834,381,280,2976,51905,4,5,343,7951,0,1,0,0,4,0,0,152,119,508,4978,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-07-28,522,484,3699,56834,362,336,2841,45195,7,8,332,7240,0,0,0,0,9,0,4,144,131,525,4395,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-07-29,883,967,5593,101863,626,757,4286,82499,5,11,550,12220,0,0,0,0,7,1,0,245,192,745,7144,0,0,0,0,0,0,11,0,0,0,0,0,0,0
2022-07-30,299,370,1890,27172,231,303,1463,22058,2,2,167,3308,0,0,0,0,3,0,0,63,61,260,1806,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-07-31,3,4,39,436,2,1,33,382,0,0,3,40,0,0,0,0,0,0,0,1,3,1,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-08-01,516,438,4042,99973,326,266,3073,77139,5,10,500,17132,0,0,0,0,9,1,0,176,151,466,5702,0,0,0,0,0,2,2,0,0,0,0,0,0,0
2022-08-02,466,384,3768,103583,306,255,2951,81226,8,6,370,16275,0,0,0,0,3,1,0,149,120,446,6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-03,520,421,3813,91828,358,293,2911,71533,8,14,454,15283,0,0,0,0,4,0,2,150,110,447,5010,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-08-04,600,458,3857,82474,393,291,2860,63312,9,8,425,13984,0,0,0,0,7,0,2,191,152,568,5176,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2022-08-05,1063,825,6411,160633,824,597,4930,124133,14,15,724,27852,1,0,0,0,9,1,1,215,202,753,8647,0,0,0,0,0,2,3,0,0,0,0,0,0,0
2022-08-06,402,358,2310,50975,331,286,1828,40853,2,4,242,7791,0,0,0,0,1,0,0,67,67,240,2331,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-08-07,10,4,43,1050,9,4,40,947,0,0,0,84,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2022-08-08,593,472,3810,76312,423,286,2878,58385,7,11,432,13764,0,0,0,0,1,0,1,162,174,498,4162,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-08-09,551,406,3562,74806,415,250,2797,58331,4,10,355,12029,0,0,0,1,2,1,1,129,144,409,4444,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-08-10,491,460,3296,64640,364,272,2548,49934,10,4,348,10899,0,0,0,0,5,1,1,112,179,399,3806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-11,450,409,3408,59367,329,240,2578,45510,8,6,418,10426,0,0,0,0,5,0,1,108,158,411,3430,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-08-12,944,825,5552,108476,710,539,4290,83308,9,14,577,18979,0,0,1,0,7,0,0,218,264,684,6189,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-08-13,368,340,2006,36419,281,229,1531,28591,8,3,241,5986,0,0,0,0,2,0,0,77,106,234,1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14,2,7,36,632,2,3,26,543,0,0,4,53,0,0,0,0,0,0,0,0,4,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15,59,46,237,2017,48,27,187,1416,2,0,31,432,0,0,0,0,0,0,0,9,19,19,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16,535,354,3152,50144,385,224,2366,37675,12,6,370,9349,0,0,0,0,0,0,1,137,124,416,3119,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-08-17,533,390,3194,53800,349,215,2354,40384,7,6,399,9672,0,0,0,0,6,0,0,171,163,440,3744,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-08-18,517,431,3318,52439,374,241,2482,39054,3,11,412,9494,0,0,0,0,11,0,0,129,166,424,3890,0,0,0,0,0,2,0,1,0,0,0,0,0,0
2022-08-19,1154,810,5409,94747,925,531,4009,71721,17,12,666,17363,0,0,0,0,11,0,0,201,255,734,5662,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2022-08-20,527,314,2198,31143,429,231,1692,23920,5,5,278,5409,0,0,0,0,1,0,0,92,77,225,1814,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2022-08-21,9,2,38,627,7,2,30,525,0,0,4,72,0,0,0,0,0,0,0,2,0,3,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-08-22,436,394,2943,39705,285,221,2158,29655,6,4,371,7366,0,0,0,0,3,0,0,141,166,414,2684,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-08-23,417,304,2588,38582,283,170,1886,29803,4,9,312,6284,0,0,0,0,3,0,0,127,122,390,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-24,383,371,2393,32739,251,202,1772,25153,9,10,281,5611,0,0,0,0,4,0,0,118,155,338,1975,0,0,0,0,1,0,2,0,0,0,0,0,0,0
2022-08-25,402,383,2903,33035,262,200,2160,24703,5,16,345,6223,0,0,1,0,14,0,0,121,153,396,2109,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-08-26,837,732,4213,57757,656,472,3116,43710,7,15,522,10199,0,0,0,0,9,1,0,165,236,573,3848,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-08-27,406,308,1700,18005,354,224,1320,14028,1,8,191,2963,0,0,0,0,0,0,1,51,74,189,1013,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-28,3,2,32,304,1,2,24,270,0,0,4,19,0,0,0,0,0,0,0,2,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-29,300,353,2750,25697,196,203,2046,19119,7,7,376,4736,0,0,0,0,2,0,0,95,140,328,1842,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-08-30,299,271,2246,25047,171,157,1676,19073,1,5,245,4171,0,0,0,0,5,1,2,122,104,324,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-31,299,303,2350,21843,204,170,1775,16525,5,4,256,3771,0,0,0,0,8,0,0,82,121,319,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01,309,308,2371,19146,198,187,1754,14295,1,11,281,3317,0,0,0,0,10,0,1,100,100,336,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-02,612,665,3376,32356,451,446,2503,24323,9,12,423,5414,0,0,0,0,10,0,0,142,197,448,2619,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-09-03,315,346,1356,10375,271,254,1045,8108,2,4,155,1598,0,0,0,0,1,0,0,41,87,155,669,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-09-04,8,7,33,162,8,7,19,132,0,0,6,22,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-05,267,231,2206,14828,121,165,1631,10779,13,6,268,2758,0,0,1,0,9,0,0,121,51,305,1291,3,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-09-06,251,263,1828,12390,146,127,1420,9291,0,4,188,1983,0,0,0,0,2,0,0,103,130,219,1115,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2022-09-07,361,404,2091,12575,172,199,1603,8983,1,0,229,2473,0,0,0,0,10,0,0,176,194,259,1119,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-09-08,366,377,2583,11930,210,214,1920,8713,4,10,308,2145,0,0,0,0,13,1,0,136,140,354,1072,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-09,56,57,230,679,36,35,164,488,1,0,34,123,0,0,0,0,0,0,0,19,21,30,68,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2022-09-10,3,1,19,41,1,0,14,30,0,0,2,10,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-11,2,1,7,24,1,0,4,18,0,0,0,1,0,0,0,0,0,0,0,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-12,56,72,233,563,32,44,164,380,1,1,32,116,0,0,0,0,2,0,0,21,25,37,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-13,247,401,1921,9749,124,249,1453,7218,7,12,221,1654,0,0,0,0,1,0,0,99,139,247,877,16,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-14,260,490,1793,12064,130,312,1313,8757,2,3,218,1973,0,0,0,0,10,0,0,107,165,262,1334,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-15,275,457,1994,12306,145,294,1426,8914,1,9,218,2316,0,0,0,0,10,0,0,112,144,350,1076,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-16,541,1092,2917,20110,332,838,2084,15165,5,13,376,3144,0,0,0,0,3,0,0,189,238,457,1801,11,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-09-17,280,578,1157,6524,211,480,893,5026,1,5,147,998,0,0,0,0,2,0,0,61,91,116,498,5,0,0,0,0,0,1,2,0,0,0,0,0,0
2022-09-18,2,3,31,116,0,3,23,99,0,0,2,10,0,0,0,0,0,0,0,2,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-19,222,381,1710,10133,110,248,1193,7383,4,13,209,1754,0,0,0,0,13,0,0,91,106,303,980,4,0,5,16,0,1,0,0,0,0,0,0,0,0
2022-09-20,243,346,1541,9461,124,237,1124,7081,4,6,192,1430,0,0,0,0,4,0,0,99,99,224,944,12,0,0,6,0,0,1,0,0,0,0,0,0,0
2022-09-21,206,308,1442,8521,104,176,988,6250,1,6,194,1333,0,0,0,0,16,0,1,79,110,256,926,6,0,3,11,0,0,1,0,0,0,0,0,0,0
2022-09-22,223,346,1586,9753,127,230,1123,7041,3,6,203,1889,0,0,0,0,10,0,0,77,100,257,816,6,0,3,7,0,0,0,0,0,0,0,0,0,0
