tDate,Acc_1,Acc_2,Acc_3,Acc_4,PF_1,PF_2,PF_3,PF_4,M_1,M_2,M_3,M_4,AZ_1,AZ_2,AZ_3,AZ_4,J_1_2,J_3,J_4,NV_1,NV_2,NV_3,NV_4,SC_1,SC_2,SC_3,SC_4,ETC_1,ETC_2,ETC_3,ETC_4,AccWinter,Winter_M_BA_1,Winter_PF_BA_1,Winter_PF_BA_4_5,Winter_NV,Winter_SC
2022-09-23,408,734,2470,13267,242,550,1798,9830,5,7,322,2196,0,0,0,0,7,1,0,148,170,349,1232,6,0,0,9,0,0,0,0,0,0,0,0,0,0
2022-09-24,176,350,1010,3747,123,291,766,2843,2,5,143,559,0,0,0,0,1,0,0,45,53,101,343,5,0,0,2,0,0,0,0,0,0,0,0,0,0
2022-09-25,1,1,21,64,1,1,17,52,0,0,1,7,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-26,203,330,1855,7232,118,210,1319,5033,2,4,229,1444,0,0,0,0,2,0,0,77,114,296,717,4,0,11,38,0,0,0,0,0,0,0,0,0,0
2022-09-27,188,282,1558,6301,101,190,1107,4678,5,3,180,951,0,0,0,0,2,0,0,77,87,260,617,3,0,11,55,0,0,0,0,0,0,0,0,0,0
2022-09-28,188,390,1566,6100,91,277,1109,4398,5,7,210,1045,0,0,0,0,13,0,0,76,93,238,633,3,0,8,24,0,0,1,0,0,0,0,0,0,0
2022-09-29,191,375,1731,7389,102,253,1220,5174,6,4,242,1483,0,0,0,0,15,0,0,64,103,267,695,4,0,2,36,0,0,0,1,0,0,0,0,0,0
2022-09-30,389,842,2775,10270,250,725,1918,7481,5,13,397,1662,0,0,0,0,7,0,0,126,97,447,1063,1,0,13,64,0,0,0,0,0,0,0,0,0,0
2022-10-01,144,349,1203,2796,100,306,830,2090,3,5,187,405,0,0,0,0,2,0,0,38,36,179,286,1,0,7,15,0,0,0,0,0,0,0,0,0,0
2022-10-02,0,10,26,66,0,10,21,60,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-03,12,35,171,152,4,28,117,97,0,0,24,23,0,0,0,0,0,0,0,7,7,29,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-10-04,160,345,1902,4670,79,253,1372,3300,0,4,220,800,0,0,0,0,2,0,0,71,86,304,544,8,0,6,26,0,0,0,0,0,0,0,0,0,0
2022-10-05,167,368,1808,4470,84,252,1208,3145,0,6,212,757,0,0,0,0,10,0,0,67,98,378,533,6,2,9,35,0,0,1,0,0,0,0,0,0,0
2022-10-06,206,380,1790,5113,96,230,1162,3446,2,8,227,1034,0,0,0,0,14,0,0,88,126,396,586,5,2,5,47,1,0,0,0,0,0,0,0,0,0
2022-10-07,350,769,2968,7323,223,575,2041,5256,2,12,388,1160,0,0,0,0,11,0,0,110,171,530,865,4,0,9,42,0,0,0,0,0,0,0,0,0,0
2022-10-08,191,384,1411,2043,142,321,1003,1498,1,4,176,266,0,0,0,0,1,0,0,43,58,228,258,4,0,4,21,0,0,0,0,0,0,0,0,0,0
2022-10-09,1,7,37,32,0,2,34,26,0,0,0,2,0,0,0,0,0,0,0,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-10,41,62,417,378,22,39,288,239,0,0,49,58,0,0,0,0,1,0,0,18,22,78,78,0,0,1,3,0,0,1,0,0,0,0,0,0,0
2022-10-11,158,349,2003,3706,92,225,1388,2585,4,9,185,554,0,0,0,0,2,0,0,57,102,426,535,3,11,4,32,0,0,0,0,63455,62490,0,0,882,83
2022-10-12,191,323,1882,3362,103,222,1281,2312,3,6,221,504,0,0,0,0,8,1,0,69,80,373,510,3,4,6,36,5,3,0,0,59254,58341,0,0,810,103
2022-10-13,188,347,1935,3997,107,227,1356,2729,1,4,189,729,0,0,0,0,12,1,0,68,97,388,512,0,7,1,27,0,0,0,0,48718,47932,0,0,674,112
2022-10-14,388,866,3023,5365,248,683,2103,3897,1,17,342,640,0,0,0,0,4,0,0,132,152,573,771,3,10,5,57,0,0,0,0,90181,88630,0,0,1393,158
2022-10-15,144,376,1409,1595,94,336,1028,1182,0,2,143,169,0,0,0,0,0,0,0,48,35,234,227,2,3,4,17,0,0,0,0,19965,19629,0,0,299,37
2022-10-16,3,12,35,14,3,11,29,13,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,398,390,0,0,8,0
2022-10-17,183,312,2290,3475,106,204,1561,2327,3,6,264,549,0,0,0,0,3,0,0,68,94,462,567,2,5,3,32,1,0,0,0,49988,49235,0,0,692,61
2022-10-18,201,274,1926,3327,124,192,1395,2367,1,3,184,393,0,0,0,0,1,0,0,75,71,340,533,0,7,7,34,0,0,0,0,52479,51672,0,0,758,49
2022-10-19,203,336,1927,3509,101,213,1377,2516,5,9,187,485,0,0,0,0,17,0,0,78,91,360,493,2,6,3,15,0,0,0,0,56404,55537,0,0,815,52
2022-10-20,183,296,2055,4344,97,207,1466,2989,3,2,217,671,0,0,0,0,15,1,0,67,67,368,648,1,5,3,36,0,0,0,0,54212,53259,0,0,888,65
2022-10-21,387,706,3508,5753,243,548,2465,4019,2,11,407,734,0,0,0,0,6,0,0,134,136,628,958,2,5,8,42,0,0,0,0,101689,100062,0,0,1515,112
2022-10-22,179,372,1613,1730,138,316,1164,1280,1,1,179,171,0,0,0,0,1,0,0,39,49,269,263,0,5,1,16,0,0,0,0,21107,20731,0,0,364,12
2022-10-23,1,3,58,42,0,3,45,38,0,0,0,3,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,0,0,0,0,347,337,0,0,10,0
2022-10-24,246,242,2753,3658,123,161,1892,2413,7,7,314,562,0,0,0,0,10,0,0,103,62,541,642,3,2,6,41,0,0,0,0,51469,50538,0,0,880,51
2022-10-25,174,225,2105,3455,112,141,1579,2566,1,3,203,380,0,0,0,0,0,0,0,60,77,316,476,1,4,7,33,0,0,0,0,55899,55170,0,0,695,34
2022-10-26,201,274,2029,3509,106,188,1478,2594,4,8,223,410,0,0,0,0,11,0,0,75,65,325,485,4,2,3,20,1,0,0,0,56351,55589,0,0,726,36
2022-10-27,184,269,2223,4292,110,183,1590,3076,3,5,248,662,0,0,0,0,12,0,0,56,66,371,516,3,3,14,38,0,0,0,0,55300,54525,0,0,713,62
2022-10-28,395,639,3349,5586,271,478,2448,4152,5,17,371,688,0,0,0,0,3,0,0,115,136,527,694,1,5,3,52,0,0,0,0,101474,100349,0,0,1032,93
2022-10-29,189,278,1609,1620,146,231,1212,1231,2,2,140,183,0,0,0,0,1,0,0,40,43,254,187,0,1,3,19,0,0,0,0,20341,20067,0,0,259,15
2022-10-30,4,6,42,46,3,5,32,40,0,0,2,3,0,0,0,0,0,0,0,1,1,8,3,0,0,0,0,0,0,0,0,253,252,0,0,1,0
2022-10-31,186,200,2731,2655,105,140,1975,1830,2,8,314,448,0,0,0,0,10,0,0,66,40,437,348,3,2,5,29,0,0,0,0,41579,41143,0,0,405,31
2022-11-01,162,227,2082,2527,108,159,1494,1886,1,3,205,290,0,0,0,1,1,0,0,51,57,378,318,1,7,5,32,0,0,0,0,45162,44555,0,0,568,39
2022-11-02,190,213,1995,2497,100,131,1409,1816,5,3,208,336,0,0,0,0,7,0,0,77,64,371,328,1,6,7,17,0,2,0,0,42772,42306,1,0,449,16
2022-11-03,193,255,2231,3089,102,161,1548,2200,8,1,231,457,0,0,0,0,16,0,0,64,74,445,403,3,2,7,29,0,1,0,0,38853,38313,2,0,507,31
2022-11-04,382,388,3282,4046,240,237,2260,2834,4,5,399,546,0,0,0,0,7,0,0,129,135,618,623,2,4,5,43,0,0,0,0,67987,67059,1,0,879,48
2022-11-05,134,175,1680,1198,104,117,1196,864,2,0,181,167,0,0,0,0,0,0,0,27,54,300,158,1,4,3,9,0,0,0,0,14310,14086,8,0,197,19
2022-11-06,2,0,39,28,1,0,29,24,0,0,0,1,0,0,0,0,0,0,0,1,0,10,3,0,0,0,0,0,0,0,0,299,295,0,0,3,1
2022-11-07,177,181,2357,2030,89,102,1515,1328,0,2,284,360,0,0,0,0,8,0,0,76,68,551,324,4,1,7,18,0,0,0,0,54666,29888,24329,0,419,30
2022-11-08,177,228,1711,1909,105,146,1161,1349,3,5,169,234,0,0,0,0,0,0,0,69,76,378,308,0,1,2,18,0,0,1,0,59359,32816,25989,0,503,51
2022-11-09,189,248,1730,1849,100,154,1130,1229,6,4,208,249,0,0,0,0,9,0,0,73,79,388,354,1,2,4,17,0,0,0,0,52040,27962,23667,0,390,21
2022-11-10,205,222,1858,2528,120,155,1217,1634,3,5,191,466,0,0,0,0,7,0,0,74,54,449,416,1,1,1,12,0,0,0,0,51961,26728,24656,3,548,26
2022-11-11,384,502,3064,3114,237,344,1978,2072,4,10,398,431,0,0,0,0,7,0,0,131,137,683,563,5,4,5,48,0,0,0,0,89998,44272,44853,17,785,71
2022-11-12,174,204,1573,981,123,160,1131,677,1,4,178,151,0,0,0,0,1,0,0,47,39,262,145,2,0,2,8,0,0,0,0,21501,10721,10498,1,259,22
2022-11-13,2,5,47,31,1,1,37,29,0,0,0,2,0,0,0,0,0,0,0,1,4,10,0,0,0,0,0,0,0,0,0,321,179,137,0,5,0
2022-11-14,194,237,2257,1767,100,116,1440,1106,3,9,252,317,0,0,0,0,3,0,0,88,108,562,315,0,1,3,29,0,0,0,0,90332,18763,17585,53576,379,29
2022-11-15,199,189,1702,1812,107,116,1141,1256,1,8,150,231,0,0,0,0,3,0,0,87,62,408,307,0,0,3,18,1,0,0,0,99698,23887,22718,52531,536,26
2022-11-16,215,252,1674,1905,129,158,1085,1279,6,3,170,253,0,0,0,0,8,0,0,71,82,413,357,1,1,6,16,0,0,0,0,93553,21893,20706,50437,494,23
2022-11-17,229,228,2048,2119,143,150,1375,1346,5,8,221,406,0,0,0,0,7,0,0,72,61,452,353,2,2,0,14,0,0,0,0,94283,21845,20821,51119,468,30
2022-11-18,411,467,2971,2491,275,326,2019,1684,0,4,314,328,0,0,0,0,6,0,0,125,130,632,455,5,1,6,24,0,0,0,0,144890,30493,29998,83755,611,33
2022-11-19,178,247,1624,792,138,195,1124,546,0,2,185,109,0,0,0,0,2,0,0,37,48,312,132,1,0,3,5,0,0,0,0,40866,7541,6399,26678,239,9
2022-11-20,4,2,72,22,4,1,38,15,0,0,4,2,0,0,0,0,0,0,0,0,1,30,5,0,0,0,0,0,0,0,0,701,107,127,460,7,0
2022-11-21,264,250,2232,1655,145,156,1439,1012,2,10,252,316,0,0,0,0,4,0,0,110,77,538,304,3,3,3,23,0,0,0,0,94299,18440,18591,56713,509,46
2022-11-22,265,221,1783,1621,149,146,1159,1056,1,6,186,237,0,0,0,0,2,0,0,111,66,434,311,1,1,4,16,1,0,0,1,113555,22740,24310,65898,585,22
2022-11-23,265,246,1654,1514,158,140,1143,1020,0,4,139,229,0,0,0,0,5,0,0,99,95,370,252,3,2,2,13,0,0,0,0,102022,19179,21334,61044,450,15
2022-11-24,295,272,1687,1855,179,163,1087,1194,0,6,196,335,0,0,0,0,7,0,0,107,94,402,315,2,2,2,11,0,0,0,0,111313,20583,22370,67803,535,22
2022-11-25,436,447,2603,2083,292,294,1681,1404,1,10,319,290,0,1,0,0,5,0,1,137,135,599,365,1,2,4,23,0,0,0,0,153815,27032,28497,97478,767,41
2022-11-26,195,191,1548,650,146,159,1069,431,0,3,179,93,0,0,0,0,1,0,0,48,28,296,111,0,0,4,15,0,0,0,0,47059,7561,6802,32377,301,18
2022-11-27,7,3,84,17,5,3,65,15,0,0,4,0,0,0,0,0,0,0,0,2,0,15,2,0,0,0,0,0,0,0,0,834,166,151,512,4,1
2022-11-28,285,238,2133,1188,169,141,1356,687,0,7,239,250,0,0,0,0,6,0,0,108,82,537,239,2,2,1,12,0,0,0,0,106905,18563,20237,67610,479,16
2022-11-29,243,217,1681,1013,144,129,1084,631,0,2,172,157,0,1,0,0,1,0,0,97,83,423,217,1,1,2,8,0,0,0,0,117528,19633,22927,74412,510,46
2022-11-30,311,222,1437,833,182,111,906,510,0,6,144,133,0,0,0,0,11,0,0,113,92,384,186,5,0,3,4,0,2,0,0,91728,15186,15345,60747,435,15
2022-12-01,249,244,1413,743,142,153,888,451,0,6,158,109,0,0,0,0,12,0,0,92,71,367,179,3,2,0,4,0,0,0,0,103844,15982,19838,67560,443,21
2022-12-02,401,406,1882,845,269,269,1215,533,0,2,165,96,0,0,0,0,8,0,0,122,124,499,211,2,2,3,5,0,1,0,0,131632,20226,22890,87911,581,24
2022-12-03,213,193,1306,319,186,145,879,206,0,3,135,29,0,0,0,0,0,0,0,27,45,289,80,0,0,3,4,0,0,0,0,39828,5970,5023,28634,187,14
2022-12-04,2,3,86,8,2,2,54,6,0,0,7,1,0,0,0,0,0,0,0,0,1,25,1,0,0,0,0,0,0,0,0,836,121,102,607,6,0
2022-12-05,246,252,1634,474,151,137,1055,256,0,5,150,72,0,0,0,0,6,0,0,88,101,429,139,1,3,0,7,0,0,0,0,102045,14975,19227,67387,430,26
2022-12-06,245,201,1091,475,138,98,647,273,0,5,79,45,0,0,0,0,9,0,0,96,88,365,155,1,0,0,2,1,1,0,0,110123,15118,21278,73220,490,17
2022-12-07,208,247,1025,416,43,127,636,232,0,15,68,51,0,0,0,0,15,0,0,148,88,320,124,2,2,1,9,0,0,0,0,102901,13337,17848,71313,398,5
2022-12-08,207,234,1019,443,42,130,584,237,1,6,84,50,0,0,0,0,12,0,0,146,85,351,154,6,1,0,2,0,0,0,0,94169,12984,14883,65875,413,14
2022-12-09,341,425,,,154,259,,,0,6,,,0,0,,,4,,,179,153,,,4,3,,,0,0,,,122177,16713,19883,85162,402,17
2022-12-10,146,177,,,95,130,,,0,5,,,0,0,,,1,,,50,38,,,0,3,,,0,0,,,35611,4817,4025,26595,164,10
2022-12-11,4,10,,,4,7,,,0,0,,,0,0,,,0,,,0,3,,,0,0,,,0,0,,,708,82,70,549,7,0
2022-12-12,261,254,,,111,136,,,0,4,,,0,0,,,4,,,123,107,,,1,1,,,22,2,,,100619,12662,16868,70703,361,25
2022-12-13,269,264,,,115,141,,,0,8,,,0,0,,,3,,,149,112,,,1,0,,,1,0,,,101680,12281,16500,72424,323,152
2022-12-14,276,221,,,137,118,,,0,9,,,0,0,,,12,,,124,82,,,2,0,,,1,0,,,82951,10329,13409,58921,273,19
2022-12-15,187,263,,,94,145,,,0,16,,,0,0,,,9,,,83,91,,,1,2,,,0,0,,,83901,11032,11352,61195,310,12
2022-12-16,326,419,,,200,264,,,0,10,,,0,0,,,4,,,120,140,,,2,1,,,0,0,,,104466,0,14018,75961,389,19
2022-12-17,164,180,,,98,129,,,0,0,,,0,0,,,2,,,64,49,,,0,0,,,0,0,,,33022,0,3403,25334,291,11
2022-12-18,2,4,,,1,3,,,0,0,,,0,0,,,0,,,1,1,,,0,0,,,0,0,,,882,1,110,665,18,0
2022-12-19,245,268,,,119,144,,,0,0,,,0,0,,,8,,,118,114,,,0,2,,,0,0,,,80578,0,10946,58332,687,16
2022-12-20,259,250,,,145,140,,,0,0,,,0,0,,,2,,,110,107,,,2,1,,,0,0,,,94187,2,13922,67817,736,13
2022-12-21,234,251,,,121,133,,,0,0,,,0,0,,,11,,,101,104,,,1,3,,,0,0,,,70507,5,8388,52406,436,7
2022-12-22,217,241,,,101,151,,,0,0,,,0,0,,,12,,,101,75,,,3,3,,,0,0,,,77774,4,9637,57684,504,16
2022-12-23,282,337,,,180,228,,,0,0,,,0,0,,,6,,,95,102,,,1,1,,,0,0,,,79965,2,9760,60135,531,24
2022-12-24,119,130,,,97,104,,,0,0,,,0,0,,,0,,,22,25,,,0,1,,,0,0,,,27557,5,2752,21320,240,4
2022-12-25,0,4,,,0,4,,,0,0,,,0,0,,,0,,,0,0,,,0,0,,,0,0,,,472,0,58,348,11,0
2022-12-26,261,236,,,149,140,,,0,0,,,0,0,,,7,,,102,87,,,3,2,,,0,0,,,74606,6050,7947,52968,645,18
2022-12-27,248,259,,,130,157,,,0,0,,,0,0,,,4,,,113,98,,,1,0,,,0,0,,,76710,6356,8638,54144,623,11
2022-12-28,250,286,,,102,140,,,0,0,,,0,0,,,13,,,135,132,,,0,1,,,0,0,,,67367,5566,7112,48020,553,6
2022-12-29,249,284,,,144,131,,,0,0,,,0,0,,,10,,,90,139,,,4,4,,,1,0,,,72113,6539,7971,51039,671,20
2022-12-30,330,392,,,218,247,,,0,0,,,0,0,,,10,,,100,134,,,2,1,,,0,0,,,81358,8007,7983,58753,667,20
2022-12-31,116,115,,,87,76,,,0,0,,,0,0,,,3,,,26,36,,,0,0,,,0,0,,,26073,2605,2184,19364,284,5
2023-01-01,0,1,,,0,1,,,0,0,,,0,0,,,0,,,0,0,,,0,0,,,0,0,,,286,41,15,216,0,0
2023-01-02,211,267,,,98,132,,,0,0,,,0,0,,,14,,,97,121,,,2,0,,,0,0,,,47011,7399,4025,32590,563,11
2023-01-03,242,249,,,133,116,,,0,0,,,0,0,,,2,,,106,130,,,1,1,,,0,0,,,56662,8109,5714,39307,523,10
2023-01-04,196,224,,,89,99,,,0,0,,,0,0,,,12,,,93,112,,,2,1,,,0,0,,,52136,7290,4444,37145,520,4
2023-01-05,243,253,,,120,122,,,0,0,,,0,0,,,15,,,105,111,,,3,5,,,0,0,,,57481,7940,5305,40797,509,9
2023-01-06,319,414,,,168,265,,,0,0,,,0,0,,,11,,,138,138,,,2,0,,,0,0,,,71450,10407,6118,51127,703,12
2023-01-07,155,171,,,96,105,,,0,0,,,0,0,,,10,,,48,56,,,1,0,,,0,0,,,28549,4380,2008,20739,315,5
2023-01-08,7,3,,,2,1,,,0,0,,,0,0,,,0,,,5,2,,,0,0,,,0,0,,,719,66,75,535,15,1
2023-01-09,265,270,,,125,129,,,0,1,,,0,0,,,22,,,117,115,,,1,3,,,0,0,,,46570,6712,3727,33750,490,11
2023-01-10,263,244,,,113,117,,,0,0,,,0,0,,,7,,,140,119,,,3,1,,,0,0,,,45990,6452,4197,32824,428,38
2023-01-11,327,269,,,149,147,,,0,0,,,0,0,,,15,,,161,102,,,2,5,,,0,0,,,39795,1823,3514,28416,392,7
2023-01-12,295,281,,,106,149,,,0,0,,,0,0,,,19,,,169,111,,,1,2,,,0,0,,,43439,1835,3867,31222,468,3
2023-01-13,310,388,,,150,266,,,0,0,,,0,0,,,3,,,157,118,,,0,1,,,0,0,,,48802,2009,3693,35278,550,13
2023-01-14,135,159,,,86,127,,,0,0,,,0,0,,,4,,,44,28,,,1,0,,,0,0,,,21103,682,1377,15643,265,5
2023-01-15,1,1,,,0,1,,,0,0,,,0,0,,,0,,,1,0,,,0,0,,,0,0,,,606,21,54,418,16,0
2023-01-16,267,317,,,104,185,,,0,0,,,0,0,,,13,,,147,119,,,3,0,,,0,0,,,35577,1277,2809,25790,486,9
2023-01-17,190,265,,,93,151,,,0,0,,,0,0,,,5,,,91,109,,,1,0,,,0,0,,,34734,1370,2558,25661,443,9
2023-01-18,275,289,,,135,143,,,0,0,,,0,0,,,25,,,113,120,,,2,1,,,0,0,,,30297,1054,3892,2403,403,10
2023-01-19,241,262,,,112,136,,,0,0,,,0,0,,,7,,,121,119,,,1,0,,,0,0,,,31154,1285,4293,2358,485,10
2023-01-20,315,391,,,137,249,,,0,0,,,0,0,,,13,,,163,128,,,2,1,,,0,0,,,36027,1156,4803,2322,632,10
2023-01-21,12,26,,,10,22,,,0,0,,,0,0,,,0,,,2,4,,,0,0,,,0,0,,,1339,37,164,69,18,1
2023-01-22,2,0,,,1,0,,,0,0,,,0,0,,,0,,,1,0,,,0,0,,,0,0,,,84,2,4,8,1,0
2023-01-23,1,3,,,0,1,,,0,0,,,0,0,,,0,,,1,2,,,0,0,,,0,0,,,409,13,50,31,1,0
2023-01-24,12,20,,,10,16,,,0,0,,,0,0,,,0,,,2,4,,,0,0,,,0,0,,,1495,59,201,100,29,1
2023-01-25,204,326,,,88,185,,,0,0,,,0,0,,,11,,,100,130,,,5,0,,,0,0,,,24816,991,3301,2127,387,18
2023-01-26,198,322,,,94,177,,,0,0,,,0,0,,,11,,,91,129,,,2,5,,,0,0,,,23987,916,3020,1775,323,6
2023-01-27,243,461,,,135,302,,,0,0,,,0,0,,,2,,,106,156,,,0,1,,,0,0,,,29192,1052,3749,2107,455,12
2023-01-28,118,222,,,75,162,,,0,0,,,0,0,,,3,,,40,57,,,0,0,,,0,0,,,12640,378,1738,853,229,9
2023-01-29,5,4,,,5,2,,,0,0,,,0,0,,,0,,,0,2,,,0,0,,,0,0,,,417,15,64,30,7,0
2023-01-30,199,292,,,92,162,,,0,0,,,0,0,,,10,,,97,118,,,0,2,,,0,0,,,23156,741,3050,1664,340,9
2023-01-31,195,296,,,97,155,,,0,0,,,0,0,,,16,,,82,124,,,0,1,,,0,0,,,21022,704,2552,1606,300,9
2023-02-01,145,236,,,58,76,,,0,0,,,0,0,,,17,,,70,142,,,0,1,,,0,0,,,17783,572,2167,1389,284,4
2023-02-02,134,202,,,66,63,,,0,0,,,0,0,,,11,,,57,126,,,0,2,,,0,0,,,18796,545,2436,1360,316,2
2023-02-03,211,313,,,98,139,,,0,0,,,0,0,,,8,,,105,166,,,0,0,,,0,0,,,21825,659,2624,1516,411,9
2023-02-04,99,125,,,45,71,,,0,0,,,0,0,,,7,,,47,47,,,0,0,,,0,0,,,9355,289,1257,592,211,1
2023-02-05,4,8,,,2,5,,,0,0,,,0,0,,,0,,,2,3,,,0,0,,,0,0,,,373,11,50,42,8,0
2023-02-06,145,221,,,54,89,,,0,0,,,0,0,,,10,,,81,122,,,0,0,,,0,0,,,16596,514,2283,1309,293,5
2023-02-07,133,215,,,55,98,,,0,0,,,0,0,,,8,,,69,109,,,1,0,,,0,0,,,16322,489,1304,12239,281,1
2023-02-08,164,216,,,71,84,,,0,0,,,0,0,,,18,,,75,113,,,0,1,,,0,0,,,14771,716,1082,10973,228,2
2023-02-09,147,206,,,68,84,,,0,0,,,0,0,,,8,,,71,112,,,0,2,,,0,0,,,15859,503,1339,11605,301,2
2023-02-10,197,292,,,104,145,,,0,0,,,0,0,,,11,,,82,136,,,0,0,,,0,0,,,17327,484,1344,12893,359,1
2023-02-11,114,117,,,61,80,,,0,0,,,0,0,,,3,,,49,33,,,1,1,,,0,0,,,7397,184,458,5534,197,1
2023-02-12,5,5,,,5,3,,,0,0,,,0,0,,,0,,,0,2,,,0,0,,,0,0,,,367,7,25,250,10,0
2023-02-13,145,113,,,72,57,,,0,0,,,0,0,,,12,,,60,41,,,1,3,,,0,0,,,12709,402,814,9433,284,3
2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15,219,238,,,99,79,,,0,0,,,0,0,,,67,,,52,90,,,1,2,,,0,0,,,12352,368,1146,9243,243,0
2023-02-16,154,180,,,80,79,,,0,0,,,0,0,,,7,,,66,93,,,1,1,,,0,0,,,13786,377,1090,10289,276,3
2023-02-17,226,259,,,129,139,,,0,0,,,0,0,,,6,,,91,111,,,0,3,,,0,0,,,15396,361,1126,11726,314,6
2023-02-18,97,128,,,62,82,,,0,0,,,0,0,,,2,,,33,43,,,0,1,,,0,0,,,6139,155,433,4593,204,2
2023-02-19,4,2,,,2,2,,,0,0,,,0,0,,,0,,,2,0,,,0,0,,,0,0,,,310,6,20,227,9,0
2023-02-20,116,144,,,58,75,,,0,0,,,0,0,,,6,,,52,63,,,0,0,,,0,0,,,10547,301,695,7942,277,4
2023-02-21,250,195,,,172,98,,,0,0,,,0,0,,,4,,,73,93,,,1,0,,,0,0,,,11822,255,810,9185,297,2
2023-02-22,291,231,,,186,115,,,0,0,,,0,0,,,40,,,65,76,,,0,0,,,0,0,,,11169,311,808,8608,234,1
2023-02-23,299,296,,,172,133,,,0,0,,,0,0,,,77,,,50,85,,,0,1,,,0,0,,,11970,378,948,8856,266,3
2023-02-24,424,366,,,245,159,,,0,0,,,0,0,,,101,,,77,104,,,1,2,,,0,0,,,12853,322,972,9713,283,0
2023-02-25,192,196,,,82,77,,,0,0,,,0,0,,,76,,,34,41,,,0,2,,,0,0,,,5240,126,341,3886,188,1
2023-02-26,4,6,,,4,0,,,0,0,,,0,0,,,0,,,0,6,,,0,0,,,0,0,,,323,4,19,226,9,0
2023-02-27,164,193,,,69,61,,,0,0,,,0,0,,,57,,,38,75,,,0,0,,,0,0,,,9840,286,590,7386,264,1
2023-02-28,193,184,,,129,100,,,0,0,,,0,0,,,6,,,56,78,,,2,0,,,0,0,,,10525,262,693,8020,292,0
2023-03-01,23,17,,,18,11,,,0,0,,,0,0,,,0,,,5,6,,,0,0,,,0,0,,,516,12,45,352,32,0
2023-03-02,159,200,,,65,71,,,0,0,,,0,0,,,27,,,67,102,,,0,0,,,0,0,,,11611,326,680,8498,337,2
2023-03-03,174,229,,,99,109,,,0,0,,,0,0,,,15,,,58,105,,,2,0,,,0,0,,,10383,260,593,8061,284,5
2023-03-04,79,146,,,49,90,,,0,0,,,0,0,,,1,,,29,55,,,0,0,,,0,0,,,4594,113,271,3487,149,0
2023-03-05,1,1,,,0,0,,,0,0,,,0,0,,,0,,,1,1,,,0,0,,,0,0,,,235,2,17,161,10,0
2023-03-06,95,127,,,53,61,,,0,0,,,0,0,,,3,,,37,63,,,2,0,,,0,0,,,8374,187,528,6274,247,4
2023-03-07,87,131,,,45,61,,,0,0,,,0,0,,,16,,,26,54,,,0,0,,,0,0,,,6429,129,425,4975,180,2
